"Title","Author","Description","Pages","Publication year","Publisher","Category","Subcategory","Price"
"تفسير ما بعد الطبيعة لابن رشد - الجزء الثالث","ابن رشد","هذا هو الجزء الثّالث من كتاب ""تفسير ما بعد الطّبيعة لأبي الوليد محمّد بن أحمد بن محمّد إبن رشد، وقد قسّم إلى جزئين هما: نهاية النّص وفهرس ألفبائي  لمجمل الكتاب. أمّا النّص فقد تناول فيه الكاتب تفسير ""المقالة العاشرة ممّا بعد الطبّيعة"" و""المقالة المرسوم عليها حرف اللام من مقالات ما بعد الطّبيعة"". ثمّ عمد إبن رشد إلى مناقشة ""تفسير ما بعد الطّبيعة"". أمّا القسم الأكبر من هذا الجزء فهو فهرس تفصيلي لمحتويات الكتاب. عرضلمجمل الكتاب. أمّا النّص فقد تناول فيه الكاتب تفسير ""المقالة العاشرة ممّا بعد الطبّيعة"" و""المقالة المرسوم عليها حرف اللام من مقالات ما بعد الطّبيعة"". ثمّ عمد إبن رشد إلى مناقشة ""تفسير ما بعد الطّبيعة"". أمّا القسم الأكبر من هذا الجزء فهو فهرس تفصيلي لمحتويات الكتاب.","808","2007","دار الهادي للطباعة والنشر والتوزيع","0000000001000","الفكر الفلسفي","86.26"
"تكوين مفهوم الممارسة الإبستمولوجية عند باشلار","محمد هشام","يحاول هذا الكتاب أن يعرض، بالتحليل، للمرتكزات الأساسية للجانب الإبستمولوجي قي فكر باشلار، دون جانبه ""الأدبي"". لقد أنتج باشلار مفهوماً جديداً عن ""ا لإبستمولوجيا"" لا يتعارض كليا مع كان يوضع من تصورات تحت هذا اللفظ عند معظم الذيم كتبوا حول ""العلم"" وحسب، ولكنه يؤسس أيضاً كنتيجة لفعل التعارض ذلك، حقلاً إشكالياً جديداً تأخذ فيه الهيأة العامة للخطاب الفلسفي حول العلوم والممارسة العلمية وجهاً مغايراً تماماً لا عهد للفلسفة به. مفهوم جديد يقيم إشكالية جديدة تمنح لهذا الخطاب وضعاً متميزاً يتمثل فيما يمكن أن نسميه بـ ""الممارسة الإبستمولوجية"" لباشلار. وقد نتج عن هذا الموقف أن الإبستمولوجيا التي يمارسها باشلار تحدد لنفسها هدفاً أولياًَ، أساسياً، يتمثل في أنها تقوم بتفكيك شامل لآليات إشتغال النص الفلسفي الكلاسيكي من حيث أنه يتضمن بالضرورة ""فلسفة للعلم"". ولقد نجم عن هذا التفكيك إكتشاف حاسم، وهو إكتشاف ما إجتهدت الفلسفة دوماً، بعناد وإصرار، في إخفائه بشتى الطرق والوسائل، والشروط الواقعية والتاريخية لإنتاج المعارف العلمية. غير أن هذه الإبستمولوجيا، بالمفهوم ذاته الذي أسس إشكاليتها المتميزة، قد أنتجت آثاراً حاسمة إمتدت إلى تنوير مجال تاريخ العلوم تنويراً أساسياً حين أرست دعائم تصور جديد لها التاريخ. فإذا كانت الإبستمولوجيا تاريخية فإن تاريخ العلوم هو بالضرورة أساساً، إبستمولوجيا، بهذا الشكل يقيم باشلار ربطاً نظرياً قوياً بين إبستمولوجيا وتاريخ العلوم، لأن الأمر هنا يتعلق بتفكير المفاهيم، وتفكيرالمفاهيم يعني، من جملة ما يعنيه، دراستها إبستمولوجياً وتاريخياً في الآن ذاته. إن البحث الإبستمولوجيي اليوم شيء آخر مختلف في موضوعاته ومناهجه، في مفاهيمه وطرق إنجازه، وهو يدين بكل توجه أصيل فيه إلى نظرية الممارسة الإبستمولوجية التي بلورتها أعمال غاستون باشلار. لأن بين الفلسفة و الإبستمولوجيا هناك باشلار، وهذا ليس بالشيء الهين أو اليسير. ويكفي دلالة على ذلك أن أبحاث جورج كانغلهم في الإبستمولوجيا البيولوجية، ودراسات ميشال فوكو حول الشروط العامة لظهور المعارف ومفهوم جديد تماماً للقراءة، كما يشتغل في أعمال لوي الثوسير تنخرط كلها في مجال الإشكالية التي حدد معالمها التدخل الباشلاري. فهل يمكن أن نتصور زيادة الدراسات الكانغليهيمية في حقل علوم الحياة بدون باشلار؟ وهل يمكن إدراك كل أهمية الفكر الفوكوي بدون كانغلهم وباشلار؟ إنه خط كامل في التفكير والممارسة النظرية الإبستمولوجية شديد التعارض، إن لم نقل التناقض، مع ما يكتب بإسم الإبستمولوجيا. عرضلإبستمولوجيا"" لا يتعارض كليا مع كان يوضع من تصورات تحت هذا اللفظ عند معظم الذيم كتبوا حول ""العلم"" وحسب، ولكنه يؤسس أيضاً كنتيجة لفعل التعارض ذلك، حقلاً إشكالياً جديداً تأخذ فيه الهيأة العامة للخطاب الفلسفي حول العلوم والممارسة العلمية وجهاً مغايراً تماماً لا عهد للفلسفة به. مفهوم جديد يقيم إشكالية جديدة تمنح لهذا الخطاب وضعاً متميزاً يتمثل فيما يمكن أن نسميه بـ ""الممارسة الإبستمولوجية"" لباشلار. وقد نتج عن هذا الموقف أن الإبستمولوجيا التي يمارسها باشلار تحدد لنفسها هدفاً أولياًَ، أساسياً، يتمثل في أنها تقوم بتفكيك شامل لآليات إشتغال النص الفلسفي الكلاسيكي من حيث أنه يتضمن بالضرورة ""فلسفة للعلم"". ولقد نجم عن هذا التفكيك إكتشاف حاسم، وهو إكتشاف ما إجتهدت الفلسفة دوماً، بعناد وإصرار، في إخفائه بشتى الطرق والوسائل، والشروط الواقعية والتاريخية لإنتاج المعارف العلمية. غير أن هذه الإبستمولوجيا، بالمفهوم ذاته الذي أسس إشكاليتها المتميزة، قد أنتجت آثاراً حاسمة إمتدت إلى تنوير مجال تاريخ العلوم تنويراً أساسياً حين أرست دعائم تصور جديد لها التاريخ. فإذا كانت الإبستمولوجيا تاريخية فإن تاريخ العلوم هو بالضرورة أساساً، إبستمولوجيا، بهذا الشكل يقيم باشلار ربطاً نظرياً قوياً بين إبستمولوجيا وتاريخ العلوم، لأن الأمر هنا يتعلق بتفكير المفاهيم، وتفكيرالمفاهيم يعني، من جملة ما يعنيه، دراستها إبستمولوجياً وتاريخياً في الآن ذاته. إن البحث الإبستمولوجيي اليوم شيء آخر مختلف في موضوعاته ومناهجه، في مفاهيمه وطرق إنجازه، وهو يدين بكل توجه أصيل فيه إلى نظرية الممارسة الإبستمولوجية التي بلورتها أعمال غاستون باشلار. لأن بين الفلسفة و الإبستمولوجيا هناك باشلار، وهذا ليس بالشيء الهين أو اليسير. ويكفي دلالة على ذلك أن أبحاث جورج كانغلهم في الإبستمولوجيا البيولوجية، ودراسات ميشال فوكو حول الشروط العامة لظهور المعارف ومفهوم جديد تماماً للقراءة، كما يشتغل في أعمال لوي الثوسير تنخرط كلها في مجال الإشكالية التي حدد معالمها التدخل الباشلاري. فهل يمكن أن نتصور زيادة الدراسات الكانغليهيمية في حقل علوم الحياة بدون باشلار؟ وهل يمكن إدراك كل أهمية الفكر الفوكوي بدون كانغلهم وباشلار؟ إنه خط كامل في التفكير والممارسة النظرية الإبستمولوجية شديد التعارض، إن لم نقل التناقض، مع ما يكتب بإسم الإبستمولوجيا.","263","1997","دار المدى للطباعة والنشر والتوزيع","0000000001000","الفكر الفلسفي","45.0"
"تهافت التهافت","ابن رشد","تهافت التهافت كتاب من تأليف الفيلسوف المسلم ابن رشد للرد على الغزالي في كتابه تهافت الفلاسفة.لم يعش أبو الوليد ابن رشد، في زمن أبي حامد الغزالي، و لم يتجادل معه. كل ما في الأمر انه في كتابه الأشهر تهافت التهافت رد مباشرة على كتاب الغزالي تهافت الفلاسفة، وعلى الأرجح بعد نحو ثلاثة أرباع القرن من ظهور هذا الكتاب الأخير الذي كان ولا يزال يعتبر أكبر هجوم شنه على الكلام على الفكر العقلاني الفلسفي في تاريخ الحضارة الإسلامية. والحال أن كتاب الغزالي كان من الشهرة والحضور والتأثير في البيئة الفكرية الإسلامية، حيث أن الأمر استدعى من ابن رشد ذلك الرد العنيف والدقيق الذي أورده في تهافت التهافت. عرضلم يتجادل معه. كل ما في الأمر انه في كتابه الأشهر تهافت التهافت رد مباشرة على كتاب الغزالي تهافت الفلاسفة، وعلى الأرجح بعد نحو ثلاثة أرباع القرن من ظهور هذا الكتاب الأخير الذي كان ولا يزال يعتبر أكبر هجوم شنه على الكلام على الفكر العقلاني الفلسفي في تاريخ الحضارة الإسلامية. والحال أن كتاب الغزالي كان من الشهرة والحضور والتأثير في البيئة الفكرية الإسلامية، حيث أن الأمر استدعى من ابن رشد ذلك الرد العنيف والدقيق الذي أورده في تهافت التهافت.","352","1986","دار الجيل للطباعة والنشر والتوزيع","0000000001000","المذاهب الفلسفية","15.0"
"تهافت الفلاسفة؛ عن النص الذي اتبعه موريس بويج","الغزالي","لأبي حامد الغزالي أثر بالغ في تطوّر الكلام والفلسفة والتّصوّف، ومن أهمّ تآليفه "" تهافت الفلاسفة "" الّذي يتّصل بمرحلة حاسمة في سيرة حياته الفكريّة  والرّوحيّة، الّتي ابتدأت بالإقبال على تحصيل الفلسفة وانتهت بالثّورة عليها والجنوح نحو الصّوفيّة، وقد وجد فيها اليقين الّذي كان يبحث فيه، ويمثّل من ناحية أخرى صفحة هامّة من صفحات نزاع حادّ بين الكلام والفلسفة، إستمرّ مدى ثلاثة قرون ونيّف، إستحال خلالها أن تستغني الشّريعة عن التأويل أو أن يتحرّر "" الكلام "" من ربقة الفلسفة، وما ""تهافت الفلاسفة "" إلاّ دليل قاطع على ضرورة التّدرّج بالفلسفة في محاولة إبطال الفلسفة. عرضوالرّوحيّة، الّتي ابتدأت بالإقبال على تحصيل الفلسفة وانتهت بالثّورة عليها والجنوح نحو الصّوفيّة، وقد وجد فيها اليقين الّذي كان يبحث فيه، ويمثّل من ناحية أخرى صفحة هامّة من صفحات نزاع حادّ بين الكلام والفلسفة، إستمرّ مدى ثلاثة قرون ونيّف، إستحال خلالها أن تستغني الشّريعة عن التأويل أو أن يتحرّر "" الكلام "" من ربقة الفلسفة، وما ""تهافت الفلاسفة "" إلاّ دليل قاطع على ضرورة التّدرّج بالفلسفة في محاولة إبطال الفلسفة.","260","2013","دار الروافد الثقافية ناشرون‎ ، ابن النديم للنشر والتوزيع","0000000001000","الدراسات الفلسفية","101.26"
"تهذيب الأسماء واللغات : 2-1","الإمام النووي","تفخر دار النفائس بتقديم كتاب ""تهذيب الأسماء واللغات"" للإمام الجليل ""النووي"" صاحب رياض الصالحين المتوفى سنة 676هـ إلى قرائها، محققاً لأول مرة تحقيق اً علمياً، على عدة مخطوطات، ومطبوعاً طباعة أنيقة بحرف مشكول في مجلدين: الأول: خاص بالأسماء في زهاء الألف صفحة، ومزوداً بفهارس علمية كاملة شاملة. والثاني: خاص باللغات، وهو قاموس لا يستغني عنه فقيه او لغوي لما حوى من نكات لطيفة ومعاني طريفة. وأضيفت إليه فهارس علمية خاصة به لتسهيل الاستفادة منه على القراء جميعاً. عرضاً علمياً، على عدة مخطوطات، ومطبوعاً طباعة أنيقة بحرف مشكول في مجلدين: الأول: خاص بالأسماء في زهاء الألف صفحة، ومزوداً بفهارس علمية كاملة شاملة. والثاني: خاص باللغات، وهو قاموس لا يستغني عنه فقيه او لغوي لما حوى من نكات لطيفة ومعاني طريفة. وأضيفت إليه فهارس علمية خاصة به لتسهيل الاستفادة منه على القراء جميعاً.","1496","1999","منشورات المكتب العالمي","0000100000000","العلماء","11.25"
"توما الأكويني والإسلام - بحوث في مصادره الإسلامية وردوده على الفلاسفة","لويس صليبا","كانت علاقة القدّيس توما الأكويني بفلاسفة الإسلام ولا تزال مثار جدل وخلاف بين الباحثين في الفلسفة واللاهوت، فعلى الرغم ممّا وَجّه لابن رُشد من إنتق ادات فقد اعتبره البعض رشدياً في حين قال البعض الآخر إنه سيناوي، وثمّة فريق ثالث قال إنه لم يكن هذا ولا ذاك، وجلّ ما في الأمر أنه استعار من فلاسفة الإسلام حجارة ومداميك يشيّد بها عمارته الفلسفيّة الخاصّة.وكتابنا هذا يجمع دراسات تمثل وجهات النظر المختلفة هذه ويقدّم لها بدراسة تحليليّة نقديّة، متيحاً للقارئ الإطلاع على نقاط الإلتقاء والإختلاف بين معلّم معلّمي الكنيسة وفلاسفة الإسلام وبالتالي أن يكوّن رأياً وموقفاً من هذه المسألة. عرضادات فقد اعتبره البعض رشدياً في حين قال البعض الآخر إنه سيناوي، وثمّة فريق ثالث قال إنه لم يكن هذا ولا ذاك، وجلّ ما في الأمر أنه استعار من فلاسفة الإسلام حجارة ومداميك يشيّد بها عمارته الفلسفيّة الخاصّة.وكتابنا هذا يجمع دراسات تمثل وجهات النظر المختلفة هذه ويقدّم لها بدراسة تحليليّة نقديّة، متيحاً للقارئ الإطلاع على نقاط الإلتقاء والإختلاف بين معلّم معلّمي الكنيسة وفلاسفة الإسلام وبالتالي أن يكوّن رأياً وموقفاً من هذه المسألة.","402","2016","دار الروافد الثقافية ناشرون‎ ، ابن النديم للنشر والتوزيع","0000000001000","الدراسات الفلسفية","37.5"
"تيارات الفكر الفلسفي : من القرون الوسطى حتى العصر الحديث","أندريه كريسون","لقد تقلب الفكر البشري دائما بين قطبين: القطب العقلى والقطب الأخلاقي. إن فكرنا متعطش إلى الوحدة، وهو بشكل غريزي - وعلى الدوام - يتوخى الواحد وراء ا لمتعدد، والمؤتلف وراء المختلف، والدائم وراء الزائل إنه يحلل ما يعرض عليه من أشياء وأحداث: لأنه يتقصى العنا عرضلمتعدد، والمؤتلف وراء المختلف، والدائم وراء الزائل... إنه يحلل ما يعرض عليه من أشياء وأحداث: لأنه يتقصى العنا","432","1998","دار الساقي للنشر والتوزيع","0000000001000","الفكر الفلسفي","52.5"
"ثقافة في الأسر : نحو تفكيك المقولات النهضوية العربية","محمد شريح","متى نشأت الثقافة العربية الحديثة؟ هل تأثرت بالثقافة الأوربية؟ ما طبيعة الحضارة الغربية؟ ولماذا هذا التمركز الغربي على الذات؟ كيف ترى الحضارة الغرب ية العالم؟ وكيف ترى الثقافة العربية ذلك؟ ما التيارات الفكرية الفاعلة في الثقافة العربية الحديثة؟ ومن هم المفك عرضية العالم؟ وكيف ترى الثقافة العربية ذلك؟ ما التيارات الفكرية الفاعلة في الثقافة العربية الحديثة؟ ومن هم المفك","360","2018","آفاق للنشر والتوزيع _مصر","0000000001000","الفلسفة المعاصرة","37.5"
"ثمانية من أبطال العرب : حكايات الأيام الماضية لأبناء الأيام الآتية","قدري قلعجي","يؤرخ قدري قلعجي بأسلوبه المميز لثمانية من أبطال العرب الذين رفعوا راية العروبة في سماء العالم. ثمانية أبطال يتوزعون معظم الأقطار العربية دليلاً عل ى وحدة الهدف والمصير. عرضى وحدة الهدف والمصير.","310","2004","دار النهار للنشر والتوزيع","0000100000000","السياسيون","56.25"
"ثورة البحث عن المعنى؛ مقالات في فلسفة القرن العشرين","ألفريد جواز أيار","كان أول صدور لهذا الكتاب في عام 1956 بعد أن قدم على شكل محاضرات في البرنامج الثالث للإذاعة البريطانية. وتمثل هذه المحاضرات محاولات من قبل أساتذة م عروفين في جامعات بريطانياً للتعريف بالمناخ الفلسفي الذي كان سائداً في بداية القرن العشرين ولطرح تحليل ونقد للآراء الفلسفية التي كانت سائدة حتى الفترة التي نشر فيها هذا الكتاب. تلك الآراء التي لاقت قبولاً وانتشاراً خاصاً في بريطانيا وأثرت على المناخ الفلسفي العام في أنحاء العالم المختلفة.ويظهر من عنوان الكتاب ""الثورة في الفلسفة"" أن الآراء والنظريات التي يتضمنها قد أحدث أغلبها تغييراً مهماً في الكثير من أنماط التفكير الفلسفي التي كانت سائدة. وتغلب على هذه الاتجاهات الجديدة فلسفات التحليل اللغوي والفلسفي والنظرة الواقعية الجديدة والتجريبية والوضعية المنطقية. وقد ظهرت هذه الاتجاهات كرد فعل على موجة المثالية التي بدأت في ألمانيا، فكانت بمثابة ثورة كما يصفها برتراند رسل الذي يؤكد أنها إنما كانت بالأساس موجهة ضد الثمالية الألمانية متمثلة بكل من إمانويل كانت، وهيغل، تلك المثالية التي كانت مهيمنة في القرن التاسع عشر. وانتشرت في أنحاء أوربا والولايات المتحدة حتى اقتحمت بريطانيا التي كانت تعد بمثابة القلعة الحصينة للواقعية والتجريبية. واستمرت سيادة المثالية في الجامعات والمؤسسات الأكاديمية والثقافية لفترة طويلة نسبياً (من 1880 إلى 1920 على وجه التقريب) حتى انتهت بانتهاء الربع الأول من القرن العشرين على أثر تلك ""الثورة"" في التفكير الفلسفي على وفق ما أسماه رسل، وعلى حسب تسمية هذا الكتاب. عرضعروفين في جامعات بريطانياً للتعريف بالمناخ الفلسفي الذي كان سائداً في بداية القرن العشرين ولطرح تحليل ونقد للآراء الفلسفية التي كانت سائدة حتى الفترة التي نشر فيها هذا الكتاب. تلك الآراء التي لاقت قبولاً وانتشاراً خاصاً في بريطانيا وأثرت على المناخ الفلسفي العام في أنحاء العالم المختلفة.ويظهر من عنوان الكتاب ""الثورة في الفلسفة"" أن الآراء والنظريات التي يتضمنها قد أحدث أغلبها تغييراً مهماً في الكثير من أنماط التفكير الفلسفي التي كانت سائدة. وتغلب على هذه الاتجاهات الجديدة فلسفات التحليل اللغوي والفلسفي والنظرة الواقعية الجديدة والتجريبية والوضعية المنطقية. وقد ظهرت هذه الاتجاهات كرد فعل على موجة المثالية التي بدأت في ألمانيا، فكانت بمثابة ثورة كما يصفها برتراند رسل الذي يؤكد أنها إنما كانت بالأساس موجهة ضد الثمالية الألمانية متمثلة بكل من إمانويل كانت، وهيغل، تلك المثالية التي كانت مهيمنة في القرن التاسع عشر. وانتشرت في أنحاء أوربا والولايات المتحدة حتى اقتحمت بريطانيا التي كانت تعد بمثابة القلعة الحصينة للواقعية والتجريبية. واستمرت سيادة المثالية في الجامعات والمؤسسات الأكاديمية والثقافية لفترة طويلة نسبياً (من 1880 إلى 1920 على وجه التقريب) حتى انتهت بانتهاء الربع الأول من القرن العشرين على أثر تلك ""الثورة"" في التفكير الفلسفي على وفق ما أسماه رسل، وعلى حسب تسمية هذا الكتاب.","135","2012","دار الروافد الثقافية ناشرون‎ ، ابن النديم للنشر والتوزيع","0000000001000","الدراسات الفلسفية","45.0"
"جادامر : مفهوم الوعي الجمالي في الهرمنيوطيقا الفلسفية","ماهر حسن","إن الوعي الجمالي ينطوي على أسلوب فهمنا للفن أو خبرتنا به، والبداهة تقتضي أن كل وعي يكون وعياً بشيء ما. ولكن ما يحدث في حالة الوعي الجمالي هو أن ال خبرة -المسترشدة بهذا الوعي- تتجاهل عناصر العمل فوق الجمالية مثل: غرضه ووظيفته ومعنى مضمونه، وتجرده من كل عناص عرضخبرة -المسترشدة بهذا الوعي- تتجاهل عناصر العمل فوق الجمالية مثل: غرضه ووظيفته ومعنى مضمونه، وتجرده من كل عناص","272","1989","عويدات للنشر والطباعة","0000000001000","الفكر الفلسفي","11.25"
"جاك دريدا والتفكيك","احمد عطية","يقف جاك دريدا كحالة فريدة متميزة بين المفكرين البنائيين الفرنسيين المعاصرين. قد حقق شهرته الواسعة في سنوات قليلة نسبياً وبأعمال هي في معظمها مقالا ت أو مقابلات تدور في الأغلب حول كتابات وآراء غيره من المفكرين والفلاسفة والأدباء، وإن كانت هذه المقالات تكشف عرضت أو مقابلات تدور في الأغلب حول كتابات وآراء غيره من المفكرين والفلاسفة والأدباء، وإن كانت هذه المقالات تكشف","327","1983","عويدات للنشر والطباعة","0000000001000","المدارس الفلسفية","11.25"
"جدار بين ظلمتين","بلقيس شرارة  , رفعة الجادرجي","تعرّضنا، نحن وعائلتنا وأصدقاؤنا لمحنة دامت عشرين شهراً، كانت تجربة قاسية ومحنة لا يمكن للذاكرة أن تتغاضى عنها وتنكرها. وبعد أكثر من خمس ع شرة سنة، قررنا أن ندوّن تلك الأحداث لكي لا تضيع في متاهات النسيان والزمن. في أحداث تلك المحنة كان يفصلنا جدار غير ق عرضشرة سنة، قررنا أن ندوّن تلك الأحداث لكي لا تضيع في متاهات النسيان والزمن. في أحداث تلك المحنة كان يفصلنا جدار غير ق","352","1983","دار النفائس - لبنان","0000100000000","السياسيون","13.13"
"جدل الإبداع والاتباع؛ المنطق اليوناني في السياق الفكري العربي الإسلامي","خنجر حمية","كان المنطق اليوناني المنقول إلى العربية من أكثر العلوم اليونانية إثارة للجدل وتحريكاً للنقاش، تلفقه كثيرون وانتفعوا به واستثمروا قوانينه وقواعده،  واندفعوا يعرفون به وبفوائده ومنافعه، ورفضه آخرون ووهنوه ونقضوه معتقدين باستغناء العقل البشري عن كثير ن أنساقه، ولأن الشريعة وفرت للمسلمين من المناهج ما يحفظ لهم سلامة تفكيرهم، ومن استخدام العقل في ميادين النظر. لكن المنطق بين هذا وذاك، ترك أثراً لا يكاد يمحى في تراثنا الفكرين وفي مجمل ميادين تناجياً المعرفي، حتى في ذروة ما بلغه اجتماعنا من إبداع وخلاقية واقتدار. وهذا الكتاب يحاول الكشف عن مثل هذا الأثر في سياقات الفكر والمعرفة في الإسلام. عرضواندفعوا يعرفون به وبفوائده ومنافعه، ورفضه آخرون ووهنوه ونقضوه معتقدين باستغناء العقل البشري عن كثير ن أنساقه، ولأن الشريعة وفرت للمسلمين من المناهج ما يحفظ لهم سلامة تفكيرهم، ومن استخدام العقل في ميادين النظر. لكن المنطق بين هذا وذاك، ترك أثراً لا يكاد يمحى في تراثنا الفكرين وفي مجمل ميادين تناجياً المعرفي، حتى في ذروة ما بلغه اجتماعنا من إبداع وخلاقية واقتدار. وهذا الكتاب يحاول الكشف عن مثل هذا الأثر في سياقات الفكر والمعرفة في الإسلام.","376","1999","دار ابن حزم للطباعة والنشر والتوزيع","0000000001000","علم المنطق","11.25"
"جدل الحداثات","فالح العجمي","في هذا الكتاب يكشف ""فالح شبيب العجمي"" عن آلية تشكل القيم والاتجاهات عند الشعوب بوصفها منظومات للفكر وفلسفات الحياة. ومن خلال استعراض منظومات القيم وتحولاتها من الناحية النظرية، يكشف الكاتب عن حالة الطفرة الحديثة في أواخر القرن العشرين وما صاحبها من ادعاء عرضوتحولاتها من الناحية النظرية، يكشف الكاتب عن حالة الطفرة الحديثة في أواخر القرن العشرين وما صاحبها من ادعاء","232","2009","المؤسسة الجامعية للدراسات والنشر والتوزيع","0000000001000","الفكر الفلسفي","15.0"
"جدل الدين والعلم في الفكر الإسلامي المعاصر","محمد مينار","دراسة تعنى ببيان إشكالية العلاقة بين الدين و العلم، و ذلك من خلال مشروع إسلامية المعرفة، باعتبار أن العلاقة بين الدين و العلم تؤسس لواحد من أهم ال مباحث الأكاديمية الثرية التي تشهدها الساحة العالمية اليوم بمختلف قطاعاتها المعرفية و تياراتها الفلسفية، و في عرضمباحث الأكاديمية الثرية التي تشهدها الساحة العالمية اليوم بمختلف قطاعاتها المعرفية و تياراتها الفلسفية، و في","346","2008","الدار العربية للعلوم ناشرون، منشورات الاختلاف","0000000001000","الدراسات الفلسفية","31.88"
"جدل الديني والسياسي في اليهودية والإسلام بين المقدس والمدنس","موسى معيرش","شغل موضوع العلاقة بين الديني والدنيوي الفكر السياسي والديني كثيرا في قديم الزمان وحديثه، وأخذ الكثير من اهتمامات الباحثين ورجالات السياسة والدين ع لى حد سواء، وهو على أهميته على المستويين العام والخاص، أثار وما يزال يثير جدلا كبيرا. مما جعل الاختلاف حوله ا عرضلى حد سواء، وهو على أهميته على المستويين العام والخاص، أثار وما يزال يثير جدلا كبيرا. مما جعل الاختلاف حوله ا","258","2012","دار الروافد الثقافية ناشرون‎ ، ابن النديم للنشر والتوزيع","0000000001000","الدراسات الفلسفية","37.5"
"جدل الطبيعيات والإلهيات بين ابن رشد وابن سينا","محمد مزوز","نّ مقياس المعرفة ليس الانتصار للأشخاص والمذاهب؛ بل هو الموقف من العالم والرؤية التي ينبغي أن تسود. هذا المقياس هو الذي جعل ابن رشد يتكلّم بلسان أر سطو في كثير من الأحيان، أو يصطدم معه في بعض الأحيان. لقد خرج ابن رشد عن الأرسطية، في كثير من المواضع، بلسان عرضسطو في كثير من الأحيان، أو يصطدم معه في بعض الأحيان. لقد خرج ابن رشد عن الأرسطية، في كثير من المواضع، بلسان","278","1990","المؤسسة العربية للدراسات والنشر","0000000001000","المذاهب الفلسفية","11.25"
"جدل العقلانية : في النظرية النقدية لمدرسة فرانكفورت","كمال بومنير","يتناول الباحث ""كمال بومنير"" في كتابه ""جدل العقلانية في النظرية النقدية لمدرسة فرانكفورت"" الفلسفة الماركوزية باعتبارها تحتل مكانة بارزة في الفكر ال نقدي لمدرسة فرانكفورت محاولاً إثبات موقف ماركوز من مسألة العقلانية التكنولوجية بأنه لا يتضمن أي تناقض داخلي ف عرضنقدي لمدرسة فرانكفورت محاولاً إثبات موقف ماركوز من مسألة العقلانية التكنولوجية بأنه لا يتضمن أي تناقض داخلي ف","256","2012","دار الروافد الثقافية ناشرون‎ ، ابن النديم للنشر والتوزيع","0000000001000","الدراسات الفلسفية","37.5"
"جدلية الحجاب : حوار عقلي في فرض الحجاب وإنكاره","صهيب السقار","الفكرية من طرح من عقله اغلال القدامى ثم طوق عقله بأغلال المعاصرين. ولن ينعم الحداثي علينا بتحرير عقولنا من تقليد الفقهاء القدامى إن كان سيطوق رقاب نا بتقليده والجمود على أقواله. ومن حق كل حر عاقل إذا أخبره الفقيه عن حكم الحجاب أن يسأل الدليل. ومن حقه كذلك عرضنا بتقليده والجمود على أقواله. ومن حق كل حر عاقل إذا أخبره الفقيه عن حكم الحجاب أن يسأل الدليل. ومن حقه كذلك","420","2003","دار التقدمية","0000000001000","الفكر الفلسفي","22.5"
"جدلية الزمن","غاستون باشلار","لا يمكن لهذه الدراسة أن تتخلص من غموضها الكلي ما لم نحدد على الفور مرماها الغيبي الماورائي، فهي تطرح نفسها كمدخل إلى فلسفة الراحة. لكن فلسفة الراح ة، كما سنرى منذ الصفحات الأولى ليست فلسفة راحة. فليس بمستطاع الفلسفة أن تسعى وراء الطمأنينة بكل هدوء. إنها تحتاج إلى براهين ما ورائية لكي تسلم بالراحة بوصفها حقا من حقوق الفكر، ويلزمها عدة تجارب ومساجلات طويلة حتى تتقبل الراحة بوصفها أحد عناصر الصيرورة. عرضة، كما سنرى منذ الصفحات الأولى ليست فلسفة راحة. فليس بمستطاع الفلسفة أن تسعى وراء الطمأنينة بكل هدوء. إنها تحتاج إلى براهين ما ورائية لكي تسلم بالراحة بوصفها حقا من حقوق الفكر، ويلزمها عدة تجارب ومساجلات طويلة حتى تتقبل الراحة بوصفها أحد عناصر الصيرورة.","223","2015","كنوز للنشر والتوزيع – مصر","0000000001000","الفلسفة المعاصرة","52.5"
"جدلية الفلسفة السياسية والمنهج عند هيجل","حامد عبد الحمزة","وجدنا أن مشكلة البحث : تنطلق من عنوان الموضوع الذي يشكل بعنوانه، ثرية للنص، موجهاً وهادياً، ويمكننا أن نحدد أبعاد هذا المشكلة التي تمثلت في عنوان  الموضوع، حيث تقوم على غياب التواصل بين الفلسفة والتاريخ، هذا الغياب الذي تسبب في حدوث الهوة الكبيرة بين المؤ عرضالموضوع، حيث تقوم على غياب التواصل بين الفلسفة والتاريخ، هذا الغياب الذي تسبب في حدوث الهوة الكبيرة بين المؤ","240","2015","دار الروافد الثقافية ناشرون‎ ، ابن النديم للنشر والتوزيع","0000000001000","الدراسات الفلسفية","18.75"
"جدلية الفهم والتفسير في فلسفة بول ريكور","لزهر عقيبي","تتميز هرمينوطيقا بول ريكور، الفيلسوف الفرنسي، بإثارة تناقضات الفلسفة الغربية المعاصرة والتعبير عن معضلاتها، وتنازع تأويلاتها، وتكشف عن روح قلقة وا رتيابية ونقدية لكنها مناضلة وجريئة: تعالج تساؤلاتها دون خوف ولا مواربة، بكل ما يلزم فعل التفلسف من أصالة وبعد عرضرتيابية ونقدية لكنها مناضلة وجريئة: تعالج تساؤلاتها دون خوف ولا مواربة، بكل ما يلزم فعل التفلسف من أصالة وبعد","272","2017","دار الأيام للنشر و التوزيع","0000000001000","الدراسات الفلسفية","56.25"
